"sale","lot","position","dealer","year","origin_author","origin_cat","school_pntg","diff_origin","logprice","price","count","subject","authorstandard","artistliving","authorstyle","author","winningbidder","winningbiddertype","endbuyer","Interm","type_intermed","Height_in","Width_in","Surface_Rect","Diam_in","Surface_Rnd","Shape","Surface","material","mat","materialCat","nfigures","engraved","original","prevcoll","othartist","paired","figures","finished","lrgfont","relig","landsALL","lands_sc","lands_elem","lands_figs","lands_ment","arch","mytho","peasant","othgenre","singlefig","portrait","still_life","discauth","history","allegory","pastorale","other"
"R1777",116,0.489451477,"R",1777,"D/FL","D/FL","D/FL",0,6.579251212,"720.0",1,"Architecture au bord de la mer et figures","Ulft, Jacob van der",0,"n/a","Jacques Vander Ulft","Donjeux, Vincent for Hersant Destouches, Alexandre-Louis","DC","C",1,"D",10,12.5,125,NA,NA,"squ_rect",125,"bois","b","wood",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"L1778b",130,0.860927152,"L",1778,"F","F","F",0,4.276666119,"72.0",1,"(2) Tableaux faisant pendants: des interieurs de Blanchisserie","Theaulon, Étienne",1,"n/a","Theaulon","Unknown","","",NA,"",6,8,48,NA,NA,"squ_rect",48,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1769",56,0.949152542,"R",1769,"I","I","I",1,5.768320996,"320.0",1,"Présentation au Temple","Caliari (Carletto), Carlo",0,"n/a","Carlette","Rémy, Pierre for Danoot, Daniel Ignace","ED","D",1,"E",17.75,13,230.75,NA,NA,"squ_rect",230.75,"cuivre","c","copper",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"R1765",38,0.62295082,"R",1765,"F","F","F",0,6.47866324,"651.1",1,"(2) La Vigne Ludovisg","Vernet (CJ), Claude-Joseph",1,"n/a","M. Vernet (Joseph)","Basan, Pierre-François","D","D",0,"",27.5,36,990,NA,NA,"squ_rect",990,"toile","t","canvas",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1764",98,0.195219124,"R",1764,"F","F","F",0,3.828641396,"46.0",1,"(2) Deux Vases dans lesquels sont des Oeillets, Grenades, Roses blanches, Pavots, autres Fleurs","Monnoyer (JB), Jean-Baptiste",0,"n/a","Baptiste Monnoyer","Ménageot, Augustin","D","D",0,"",16.5,13.5,222.75,NA,0,"squ_rect",222.75,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"L1778b",40,0.264900662,"L",1778,"D/FL","D/FL","D/FL",0,6.052089169,"425.0",1,"(2) Vues de mer","Velde I (W), Willem van de",0,"n/a","Villiem Vanden-Velde","Unknown","","",NA,"",11.5,9.25,106.375,NA,NA,"squ_rect",106.375,"n/a","n/a","",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1770",84,0.65625,"R",1770,"F","F","F",0,5.521460918,"250.0",1,"Venus et l'Amour","Trémolières, Pierre-Charles",0,"n/a","Pierre Charles Tremoliere","Mettra, Louis-François (II)","B","B",0,"",35.5,29,1029.5,NA,NA,"squ_rect",1029.5,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1777",55,0.232067511,"R",1777,"D/FL","D/FL","D/FL",0,7.31986493,"1,510.0",1,"Paysage avec figures","Wijnants, Jan; Wouwerman, Philips",0,"n/a","Jean Wynants et Wouwermans","Sireul, Jean-Claude Gaspar de","C","C",0,"",19,17,323,NA,NA,"squ_rect",323,"toile collée sur bois","t","canvas",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1774",16,0.119402985,"R",1774,"D/FL","D/FL","D/FL",0,3.693866996,"40.2",1,"(5) Les sens en cinq tableaux","Teniers II the Younger, David",0,"n/a","David Teniers","Donjeux, Vincent","D","D",0,"",8,6,48,NA,NA,"squ_rect",48,"n/a","n/a","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"R1767",69,0.216981132,"R",1767,"I","I","I",0,3.737669618,"42.0",1,"Un Buste d'Homme, vu un peu plus de profil: c'est le portrait d'Antoine Pelligrini de Padoue, Peintre vénitie","Carriera, Rosalba",0,"n/a","Rosalba Carriera","Gruel, abbé for Bandeville, Marie-Anne-Catherine Doublet, Mme. De","BC","C",1,"B",11.5,9.5,109.25,NA,NA,"squ_rect",109.25,"pastel","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"R1767",230,0.72327044,"R",1767,"F","F","F",0,5.743003188,"312.0",1,"Notre Seigneur adoré par les Anges","La Fosse, Charles de",0,"n/a","Charles de LaFosse","Langlier, Jacques","D","D",0,"",30,42,1260,NA,NA,"squ_rect",1260,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",3,0.012658228,"R",1777,"I","I","I",0,6.802394763,"900.0",1,"St Jean","Reni, Guido",0,"n/a","Guido Reni","Cotte, de","U","U",0,"",18,14.5,261,NA,NA,"squ_rect",261,"cuivre ovale","c","copper",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1776",19,0.057401813,"R",1776,"I","I","I",0,3.583518938,"36.0",1,"Vue de Venise","Canal (Canaletto), Giovanni Antonio",0,"n/a","Antoine Canalle, dit le Canaletti","Prevost","U","U",0,"",13,20,260,NA,NA,"squ_rect",260,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",181,0.76371308,"R",1777,"F","F","F",0,8.824677891,"6,800.0",1,"Empereur Valens et Basile, 134x77","Subleyras, Pierre",0,"n/a","Pierre Subleyras","Rémy, Pierre for Beaujon, Nicolas de","EC","C",1,"E",49.5,28,1386,NA,NA,"squ_rect",1386,"toile cintrée","t","canvas",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"R1776",59,0.178247734,"R",1776,"D/FL","D/FL","D/FL",0,5.043425117,"155.0",1,"(2) paysages et maisons bordant des canaux","Breughel I the Elder (J), Jan; Gysels, Pieter",0,"n/a","Breughel de Velours & Pierre Gysen","Watteville, Maximilien-Emmanuel, comte de","C","C",0,"",9,11,99,NA,NA,"squ_rect",99,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",79,0.333333333,"R",1777,"D/FL","D/FL","D/FL",0,9.472704636,"13,000.0",1,"Autoportrait du peintre + bas-relief d'enfanta","Dou, Gerrit",0,"n/a","Gerard Dow","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",11.25,7.5,84.375,NA,NA,"squ_rect",84.375,"bois cintré","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"R1777",54,0.227848101,"R",1777,"D/FL","D/FL","D/FL",0,9.210340372,"10,000.0",1,"Paysage avec figures, repos de chasse","Wijnants, Jan; Velde (A), Adriaen van de",0,"n/a","Jean Wynants et Adrien Vanden-Veld","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",42.5,52.5,2231.25,NA,NA,"squ_rect",2231.25,"toile","t","canvas",0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1764",119,0.237051793,"R",1764,"F","F","F",0,2.302585093,"10.0",1,"(2) Deux Pendans qui ont été gravés par Desplaces, l'un sous le titre d'Education douce & insinuante: l'autre sous celui de l'Education sèche & rebutante","Coypel (CA), Charles-Antoine",0,"n/a","Charles Coypel","Unknown","","",NA,"",9.5,7.5,71.25,NA,0,"squ_rect",71.25,"","","",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"R1776",61,0.18429003,"R",1776,"D/FL","D/FL","D/FL",0,5.521460918,"250.0",1,"(2) Paysages, maisons, animaux, figures","Breughel I the Elder (J), Jan",0,"n/a","Breughel de Velours","Chariot, Antoine-Claude for Dazincourt, Joseph-Jean-Baptiste Albouy","DC","C",1,"D",2.25,9.75,21.9375,NA,NA,"squ_rect",21.9375,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",269,0.812688822,"R",1776,"F","F","F",0,3.912023005,"50.0",1,"(2) Paysages","Lantara, Simon-Mathurin",1,"n/a","M. Lantard","Hamon; Benoit","D","D",0,"",2.25,3,6.75,NA,NA,"squ_rect",6.75,"dans des bordures de bronze doré","br","other",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",214,0.902953586,"R",1777,"F","F","F",0,6.214608098,"500.0",1,"Un Amour tenant une couronne de fleurs","Greuze, Jean-Baptiste",1,"n/a","Jean-Baptiste  Greuze","Paillet, Alexandre-Joseph","D","D",0,"",22,18,396,NA,NA,"squ_rect",396,"toile ovale","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"L1778",58,0.920634921,"L",1778,"F","F","F",0,4.605170186,"100.0",1,"(2) Femmes; petit enfant","Fragonard (JH), Jean-Honoré",1,"n/a","Honoré Fragonard","Lebrun, Jean-Baptiste-Pierre","E","E",0,"",18,23,414,NA,NA,"squ_rect",414,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1771",93,0.543859649,"R",1771,"F","F","F",0,4.532599493,"93.0",1,"Corbeille remplie de fleurs","Bellanger",0,"n/a","M. Bellanger","Ménageot, Augustin","D","D",0,"",29,23,667,NA,NA,"squ_rect",667,"verre de forme ovale","v","other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1773",22,0.385964912,"R",1773,"D/FL","D/FL","D/FL",0,5.703782475,"300.0",1,"Un homme à cheval parlant à un autre homme qui a son chapeau à la main ; deux chiens sont proche de lui à côté de plusieurs arbres ; à gauche dans un fond on distingue le haut d'une église & des arbres","Potter (Pa), Paulus",0,"n/a","Paul Potter","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",7.5,9.5,71.25,NA,NA,"squ_rect",71.25,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"J1768",45,0.436893204,"J",1768,"D/FL","D/FL","D/FL",0,3.36729583,"29.0",1,"Le Saint Fiboire au milieu d'une Guirlande","Heem (JD), Jan Davidszoon de",0,"n/a","Jean de Hem","Joullain, François","D","D",0,"",25,20,500,NA,NA,"squ_rect",500,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",330,0.996978852,"R",1776,"D/FL","D/FL","D/FL",1,2.48490665,"12.0",1,"Buste d'homme","Urlaub Family",0,"n/a","Ulaub","Arnould, Sophie","C","C",0,"",4,3,12,NA,NA,"squ_rect",12,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"R1776",180,0.543806647,"R",1776,"D/FL","D/FL","D/FL",0,8.29404964,"4,000.0",1,"(2) Fleurs, bas-relief, nid/Fruits, fleurs, bas-relief","Huysum (J), Jan van",0,"n/a","Jean Van-Huysum","Langlier, Jacques for Poullain, Antoine","DC","C",1,"D",29,22,638,NA,NA,"squ_rect",638,"bois","b","wood",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1777",177,0.746835443,"R",1777,"F","F","F",0,8.699514748,"6,000.0",1,"Dibutade","Raoux, Jean",0,"n/a","Jean Raoux","Rémy, Pierre for Beaujon, Nicolas de","EC","C",1,"E",40.25,31.5,1267.875,NA,NA,"squ_rect",1267.875,"toile","t","canvas",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"L1768",131,0.642156863,"L",1768,"F","F","F",1,0.693147181,"2.0",1,"(10) tableaux Fleurs et fruits","Monnoyer (JB), Jean-Baptiste",0,"n/a","Monoier","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1767",44,0.13836478,"R",1767,"I","I","I",0,3.80666249,"45.0",1,"Notre Seigneur entre les deux Larons.","Sebastiano del Piombo (Sebastiano Luciani)",0,"n/a","Fra. Sebastian del Piombo","Cromot","U","U",0,"",17,14,238,NA,NA,"squ_rect",238,"cuivre","c","copper",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",137,0.413897281,"R",1776,"D/FL","D/FL","D/FL",0,6.214608098,"500.0",1,"Tombeau, architecture et figures en bord de mer","Weenix (JB), Jan Baptist",0,"n/a","Jean-Baptiste Véeninx","Langlier, Jacques","D","D",0,"",26,30,780,NA,NA,"squ_rect",780,"toile","t","canvas",0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1771",31,0.18128655,"R",1771,"X","X","D/FL",1,3.912023005,"50.0",1,"Paysage avec figures & animaux","in the style of Pynacker, Adam",0,"in the style of","dans le style de Pynaker","Paillet, Alexandre-Joseph","D","D",0,"",15,34,510,NA,NA,"squ_rect",510,"tableau","ta","",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",40,0.168776371,"R",1777,"D/FL","D/FL","D/FL",0,5.940171253,"380.0",1,"Vierge à l'enfant","Schut I, Cornelis",0,"n/a","Corneille Schut","Lambert, John (Chevalier Lambert) [ou] Briant; Briant [ou] Lambert, John (Chevalier Lambert)","C","C",0,"",11.5,12,138,NA,NA,"squ_rect",138,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1768",129,0.632352941,"L",1768,"F","F","F",1,3.401197382,"30.0",1,"Louis XIV","Rigaud, Hyacinthe",0,"n/a","Hyacinthe Rigaud","Unknown","","",NA,"",60,48,2880,NA,NA,"squ_rect",2880,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"R1776",251,0.758308157,"R",1776,"F","F","F",0,7.43838353,"1,700.0",1,"Inauguration de la place de Louis XV","Machy, Pierre-Antoine de",1,"n/a","Pierre Antoine de Machy","Lambert, John (Chevalier Lambert)","C","C",0,"",52,62,3224,NA,NA,"squ_rect",3224,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"R1767",288,0.905660377,"R",1767,"F","F","F",0,8.272570608,"3,915.0",1,"La Vue d'un agréable Port de mer, avec architecture, paysage, beaucoup de figure","Vernet (CJ), Claude-Joseph",1,"n/a","Joseph Vernet","Vanloo","C","C",0,"",30,43,1290,NA,NA,"squ_rect",1290,"toile","t","canvas",0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"R1769",39,0.661016949,"R",1769,"D/FL","D/FL","D/FL",0,7.46765674,"1,750.5",1,"(2) Paysages avec figures, ruines, animaux","Breenbergh, Bartholomeus",0,"n/a","Bartholomée Bréemberg","Valade, Jean for Ravanne, Miotte de","DC","C",1,"D",16,20.75,332,NA,NA,"squ_rect",332,"cuivre","c","copper",0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",147,0.462264151,"R",1767,"D/FL","D/FL","D/FL",0,6.802394763,"900.0",1,"Le Château de Teniers & plusieurs Maisons entourées d'eau","Teniers II the Younger, David",0,"n/a","David Teniers","Harenc de Presles, François-Michel","C","C",0,"",27,66,1782,NA,NA,"squ_rect",1782,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",207,0.873417722,"R",1777,"F","F","F",0,8.160518247,"3,500.0",1,"Le Miroir brisé","Greuze, Jean-Baptiste",1,"n/a","Jean-Baptiste  Greuze","Basan, Pierre-François","D","D",0,"",20,17,340,NA,NA,"squ_rect",340,"toile","t","canvas",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1764",162,0.322709163,"R",1764,"I","I","I",1,2.079441542,"8.0",1,"(2)Deux Tableaux en pendans, l'un qui est attribué au Valentin, représente un Homme qui a les bras croisés; l'autre qu'on attribue au Georgion, est le Portrait d'un Officier Romain","attributed to Barbarelli da Castelfranco, Giorgio",0,"attributed to","attribué au Georgion","Rémy, Pierre","E","E",0,"",27,21,567,NA,0,"squ_rect",567,"toile","t","canvas",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"R1764",115,0.229083665,"R",1764,"F","F","F",0,5.075173815,"160.0",1,"Joseph fuyant la Femme de Putiphar","Nattier (JB), Jean-Baptiste",0,"n/a","Jean-Baptiste Nattier","Zuinque","U","U",0,"",27,33,891,NA,0,"squ_rect",891,"toile","t","canvas",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1768",131,0.642156863,"L",1768,"F","F","F",1,0.693147181,"2.0",1,"(10) tableaux Fleurs et fruits","Monnoyer (JB), Jean-Baptiste",0,"n/a","Monoier","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"J1768",37,0.359223301,"J",1768,"D/FL","D/FL","D/FL",0,2.197224577,"9.0",1,"Aliments distribués aux Pauvres","Miel, Jan",0,"n/a","J. Miel","Unknown","","",NA,"",23,17,391,NA,NA,"squ_rect",391,"toile colée sur bois","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"L1774",1,0.007462687,"R",1774,"I","I","I",0,5.560681631,"260.0",1,"Portrait d'un militaire","Vecellio, Tiziano",0,"n/a","Tisiano Vecelli","Donjeux, Vincent","D","D",0,"",43,33,1419,NA,NA,"squ_rect",1419,"tableau","ta","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"L1768",44,0.215686275,"L",1768,"I","I","I",1,4.605170186,"100.0",1,"Femme adultere","Castello (V), Valerio",0,"n/a","Valerio Castelly","Unknown","","",NA,"",45,47,2115,NA,NA,"squ_rect",2115,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1764",40,0.655737705,"L",1764,"F","F","F",1,5.703782475,"300.0",1,"Jeune fille en chemise","Grimou, Alexis",0,"n/a","Jean Grimou","Unknown","","",NA,"",27,22,594,NA,NA,"squ_rect",594,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1770",71,0.5546875,"R",1770,"F","F","F",0,5.908082938,"368.0",1,"Paysage avec chiens de chasse, gibier","Oudry, Jean-Baptiste",0,"n/a","Jean Baptiste Oudry","Rémy, Pierre for Choiseul-Praslin, Louis-César-Renaud, duc de","EC","C",1,"E",15.5,19,294.5,NA,NA,"squ_rect",294.5,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1764",134,0.266932271,"R",1764,"F","F","F",0,5.480638923,"240.0",1,"Un Paysage enrichi de fabriques, rochers & chute d'eau: on y remarque avec plaisir trois figures & trois animaux.","Boucher (F), François",1,"n/a","François Boucher","Horion","D","D",0,"",30,36,1080,NA,0,"squ_rect",1080,"toile","t","canvas",3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1773",6,0.428571429,"J",1773,"A","A","D/FL",1,4.605170186,"100.0",1,"Un Paysage d'un site agréable","Weirotter, Franz Edmund",0,"n/a","F. Weyrotter","Ducurroy","U","U",0,"",10.5,13.5,141.75,NA,NA,"squ_rect",141.75,"cuivre","c","copper",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1778b",132,0.874172185,"L",1778,"D/FL","D/FL","D/FL",1,5.703782475,"300.0",1,"Paysage orné de ruines","Roos (JH), Johann Heinrich",0,"n/a","Jean-Henri Rose","Unknown","","",NA,"",21.5,26,559,NA,NA,"squ_rect",559,"toile ","t","canvas",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"L1778b",72,0.476821192,"L",1778,"D/FL","D/FL","D/FL",0,4.382026635,"80.0",1,"Un peintre tenant sa palette & des pinceaux","Gelder, Arent de",0,"n/a","Arnould de Gelder","Unknown","","",NA,"",33,26,858,NA,NA,"squ_rect",858,"toile","t","canvas",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"P1775",35,0.466666667,"P",1775,"D/FL","D/FL","D/FL",0,2.48490665,"12.0",1,"Jonas sortant du ventre de la baleine","Teniers II the Younger, David",0,"n/a","David Teniers","Paillet, Alexandre-Joseph","E","E",0,"",10,7,70,NA,NA,"squ_rect",70,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",304,0.918429003,"R",1776,"D/FL","D/FL","D/FL",1,4.605170186,"100.0",1,"Enfants, animaux, basse cour","Cuyp (Ae), Aelbert",0,"n/a","Cuyp ou son genre","Mercier, Charles-André","D","D",0,"",14,26,364,NA,NA,"squ_rect",364,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"R1776",231,0.697885196,"R",1776,"F","F","F",0,4.787491743,"120.0",1,"(4) Saisons","Vleughels, Nicolas",0,"n/a","Le chevalier Vleugles","Paillet, Alexandre-Joseph","D","D",0,"",7.5,5.5,41.25,NA,NA,"squ_rect",41.25,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1776",252,0.761329305,"R",1776,"F","F","F",0,6.606650186,"740.0",1,"Une gallerie avec figures","Machy, Pierre-Antoine de",1,"n/a","Pierre Antoine de Machy","Mercier, Charles-André","D","D",0,"",14,10.5,147,NA,NA,"squ_rect",147,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"J1768",17,0.165048544,"J",1768,"I","I","I",0,1.386294361,"4.0",1,"Tête de Saint Augustin","attributed to Lanfranco, Giovanni",0,"attributed to","attribué au Lanfranc","Unknown","","",NA,"",8,6,48,NA,NA,"squ_rect",48,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"J1777b",14,0.482758621,"J",1777,"G","G","D/FL",1,4.471638793,"87.5",1,"(2) Paysage avec canards, chaumiere","Lingelbach, Johannes",0,"n/a","Lingelbach","Vigoureux","U","U",0,"",13.42,12,161.04,NA,NA,"squ_rect",161.04,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",48,0.145015106,"R",1776,"D/FL","D/FL","D/FL",0,5.480638923,"240.0",1,"(2) Diane sortie du bain / Femmes au bain, satyres","Poelenberch, Cornelis van",0,"n/a","Cornille Poelenburg","Rousseau for Blondel d'Azincourt, Berthélémy-Augustin","DC","C",1,"D",14,17,238,NA,NA,"squ_rect",238,"cuivre","c","copper",25,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1767",256,0.805031447,"R",1767,"F","F","F",0,3.17805383,"24.0",1,"Le Portrait de Watteau peint par lui même","Watteau (A), Antoine",0,"n/a","Antoine Watteau","Laisseville, de","U","U",0,"",5.5,4.5,24.75,NA,NA,"squ_rect",24.75,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"R1766",46,0.696969697,"R",1766,"X","X","F",1,4.110873864,"61.0",1,"S. Bruno distribuant son bien aux Pauvres","Anonymous",0,"n/a","not specified","Ménageot, Augustin","D","D",0,"",27,21,567,NA,NA,"squ_rect",567,"n/a","n/a","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1764",38,0.62295082,"L",1764,"F","F","F",1,5.017279837,"151.0",1,"Homme cuiraffé à demi corps","Grimou, Alexis",0,"n/a","Jean Grimou","Unknown","","",NA,"",22,16,352,NA,NA,"squ_rect",352,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"L1774",124,0.925373134,"R",1774,"F","F","F",1,5.198497031,"181.0",1,"Satyrs et bacchantes","Varège",0,"n/a","Varege","Richard (Lyon)","C","C",0,"",12,15,180,NA,NA,"squ_rect",180,"n/a","n/a","",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",104,0.327044025,"R",1767,"D/FL","D/FL","D/FL",0,5.298317367,"200.0",1,"Autre Esquisse colorée représentant une Assomption","Rubens, Peter Paul",0,"n/a","Pierre Paul Rubens","Villeminot","U","U",0,"",19,11,209,NA,NA,"squ_rect",209,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1768",31,0.151960784,"L",1768,"F","F","F",1,4.941642423,"140.0",1,"Mort de Didon","Coypel (A), Antoine",0,"n/a","Antoine Coypel","Unknown","","",NA,"",72,48,3456,NA,NA,"squ_rect",3456,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"L1764",7,0.114754098,"L",1764,"F","F","F",1,2.48490665,"12.0",1,"(2) Venus qui retient Adonis; la mort d'Adonis","Loir, Nicolas-Pierre",0,"n/a","Nicolas Loire","Unknown","","",NA,"",6,13,78,NA,NA,"squ_rect",78,"toile collés sur bois","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"J1777",1,0.020833333,"J",1777,"I","I","I",0,3.17805383,"24.0",1,"Tête de Vierge","Vinci, Leonardo da",0,"n/a","L. de Vincy","Vigoureux","U","U",0,"",12,9,108,NA,NA,"squ_rect",108,"bois","b","wood",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
